,name,gmap_id,category,avg_rating,num_of_reviews
12903,Chipotle Mexican Grill,0x809ad117ee7cea37:0x35d26779ee7ab467,restaurant,4.0,206
12907,Cindy's Restaurant,0x80852bb9abec3245:0x8b37a6409d9a466,restaurant,4.3,367
12909,Habesha Restaurant,0x809ada57be0c5a83:0xfaf52821f5c88562,restaurant,4.4,168
12910,KFC,0x8085296fbc5d70eb:0xb7ba1f063e2f3a6d,restaurant,2.8,328
12914,Yolo Fliers Club,0x8084db178e2b25e9:0xc62d4818678067fe,restaurant,4.6,38
12917,Taco Bell,0x809ae68c8f67a86b:0x68575f29b63202cb,restaurant,3.6,258
12919,Orient Connection Chinese,0x8084d12981ede425:0x25837a85bba6b0a3,restaurant,4.4,28
12920,Liaison Lounge,0x809adbccb60a3107:0x111da66b003d543,restaurant,4.4,202
12921,The Mandarin Restaurant,0x809adb8f9970ae3f:0xe41c113f4a46c13c,restaurant,4.2,148
12926,District 30,0x809ad129bb99c7db:0x5d5b865f22e49e8f,restaurant,3.1,48
12927,Romano's Macaroni Grill,0x809ae50074da27ff:0x78d5dcdfdc089e43,restaurant,4.0,78
12928,Inferno Sports Bar and Grill,0x809adf1ddeb05b01:0xe34a0f568ed17b39,restaurant,4.3,8
12930,Taco Bell,0x809ad758befc4743:0xb0d50f8cb28881b8,restaurant,3.7,803
12932,Lottery Liquor | Hot Wok Chinese Food,0x809adb30dc81af1d:0xb3477ce76af4f18,restaurant,4.4,88
12934,Tasty Bites Express,0x809ad9dcd51c233f:0x88a3c0ee2f79c7c0,restaurant,4.1,67
12936,Jersey Mike's Subs,0x809adb0bff85e387:0x7b8d8ab90e6dd8cd,restaurant,4.2,195
12938,Sixteen Degrees Fahrenheit,0x809ac56e551cecb5:0x98883a055623927d,restaurant,4.3,88
12939,Stingers,0x809adae60b68ddc5:0xcec4df7f3b71951e,restaurant,4.4,338
12944,Brisas Do Sul Brazilian Steak House,0x809ae50684a75eab:0x250829b315595239,restaurant,4.2,178
12949,Subway,0x809ac87e240d2f29:0xb78f901c8112a239,restaurant,3.2,28
12951,Taco Bell Cantina,0x809ad1ee11e1b099:0x62a9af76777ea4a5,restaurant,4.0,166
12952,Koshi Eats,0x809acf559066fce1:0x4892e339977c18d,restaurant,4.4,63
12954,Cool Tea Bar,0x809ac7dd783cc859:0x53af34ff9b5387e9,restaurant,4.4,98
12958,Old Sacramento Café,0x809ad6cd3918d65b:0x9a937a66a1f98fe4,restaurant,4.2,28
12961,Round Table Pizza,0x809ae1346d8b72c3:0x2bae12b74d355de3,restaurant,4.0,228
12966,The Canyon Grill and Alehouse,0x809ae16c9aa763ab:0xad2bd21789669956,restaurant,4.2,198
12971,Tandoori Palace,0x809ad12dadde62c7:0x8c203ed9d1ab5d7a,restaurant,4.6,8
12978,Fire Rock Grill,0x809add7c57ad1589:0x19ca6138f2f28a52,restaurant,3.8,35
12979,Starbucks,0x809adbdea98c5c9b:0x1a2fa00cc941cdbc,restaurant,4.2,358
12981,Jimboy's Tacos,0x809adbfb5a14d74d:0x51bcc35a0c8173e7,restaurant,4.5,157
12982,Coffee Works,0x809ad0923b84d583:0x9df1c7d830f2ae9c,restaurant,4.6,268
12983,Samurai Sushi,0x809ae7aa9e1c9819:0x9ac5ca6654a10c02,restaurant,4.3,683
12989,East Market & Restaurant - Sharq (Grocery & Afghani - Halal food),0x809adbdbae5bc459:0x8053e640eef7de6a,restaurant,3.5,628
12991,Aladdin Cafe Hookah And Kava Bar,0x809add60f56bda13:0x916c01ca43d23a08,restaurant,3.6,34
12993,Chopan Kabob,0x809ac648b31f78c3:0x37cbc3e365a0ab5,restaurant,4.4,178
12997,The Pizza Press,0x809ad1b8c76cfc5f:0x1637e8af7978cc13,restaurant,4.5,213
13000,Starbucks,0x80852987a6f771d5:0x6f59cc016a1dbe9,restaurant,4.3,148
13001,Mr. Pickle's Sandwich Shop,0x808529639354f7f7:0x3c0cecce9a7c52bf,restaurant,4.5,88
13005,A&W Restaurant,0x809ad0935fed9c99:0x6aa169d9560b026d,restaurant,3.3,188
13006,Smashburger,0x809ada557e597047:0x5c62724b44ccfcb6,restaurant,4.1,308
13007,Taste Of Thai,0x809ad11df63dba27:0xb3b87f6ccda691dc,restaurant,4.4,188
13008,Po Po Garden,0x809ada6330ac484b:0xfd75f6e8b332be5a,restaurant,4.1,15
13009,Priya Indian Cuisine,0x809add4df8113381:0x3fbb71591d0ddc7f,restaurant,4.5,196
13013,Los Arcos Taqueria Y Panaderia,0x809ad194dd2b7007:0xe6e419419a4e37c7,restaurant,4.4,76
13016,Papa Murphy's | Take 'N' Bake Pizza,0x809adb85823d2e75:0x9d9cc022ae64ec13,restaurant,4.2,48
13018,Starbucks,0x809adabe06121007:0xaaaf18c963156fa9,restaurant,4.0,306
13021,Thai street bistro,0x809adabe093b5a9f:0xc77759cf388b4ea7,restaurant,4.3,177
13022,Alonzo's Mexican & American Food,0x809ac554d1ea3321:0x2db935cefaec662f,restaurant,4.4,238
13023,58 Degrees & Holding Co.,0x809ad0db97742155:0x1632bb6077edba09,restaurant,4.5,267
13024,Starbucks,0x809adb6eeaccdaa9:0xc2e35552b0846d4d,restaurant,4.3,278
13026,China Chef Asian Cuisine,0x809adb157283c627:0x40e62b761a44abfd,restaurant,4.1,158
13027,Jim-Denny's,0x809ad0d609ddef25:0x90944cc5482f0f40,restaurant,4.2,608
13028,Cafe Lumiere,0x809ada9920d8e857:0x2a0df33e30165eb6,restaurant,4.3,138
13029,New Roma Bakery,0x809ad0d1d97b555b:0x922fc4e91bad2696,restaurant,4.5,324
13033,Serrano's Cafe,0x809ad4106a4aa87f:0xf6006b3ce256df2c,restaurant,4.6,318
13034,Burger Inn,0x809ad1297a766787:0x8d6d7e5b85b027c1,restaurant,4.4,213
13039,Starbucks,0x809ad0dad931e1e9:0x1e16b4b7bbe00335,restaurant,4.2,256
13040,Capitol Park Café,0x809ad12969c54b21:0x85718e293512a2a2,restaurant,4.1,46
13043,Bali Kitchen,0x809ad6ccc2f9da7b:0x9dff1b399d1fe35d,restaurant,4.2,158
13049,Burger Lounge,0x809ad12d159e259d:0xe7cfecca75300b4a,restaurant,4.3,348
13051,Carolina's Méxican Food,0x809ad12bd157a639:0x4d7eef188c5b09fe,restaurant,4.2,207
13052,H Salt Fish & Chips,0x809ad0d17cfa07c7:0xa0ae33bb943fab48,restaurant,4.4,448
13055,Lei's Kitchen,0x809ad12c7dcd165f:0xd086b0317b99c000,restaurant,4.1,54
13058,Round Table Pizza,0x809ada3bd7222c79:0x73be1923d6f2c9df,restaurant,4.0,404
13062,Panda Express,0x809ad17887ca98fd:0x4f97efd37a4e5e56,restaurant,3.9,98
13067,Del Taco,0x809adbdb905cd24d:0xf7d7cc742f1abbff,restaurant,3.9,922
13068,Rock-N-Fire Pizza Burgers and Wings,0x809ae41d1c1c722d:0x617a99f949b28909,restaurant,4.4,368
13075,Little Caesars Pizza,0x809ac356cb2b0f03:0x6dde69149b457c43,restaurant,4.0,388
13079,Back Bistro,0x809ae50600342113:0x4087e7037694a69a,restaurant,4.4,316
13080,Star Ginger,0x809ad09482a3a571:0xf653673413f8b3f3,restaurant,3.7,308
13082,Costco Food Court,0x809add586b22bbf3:0x329d5dc87d418dd1,restaurant,4.2,164
13085,Starbucks,0x809adfba23cf4235:0x3bd07144878e1bcd,restaurant,4.3,678
13086,Starbucks,0x809ade306530c2cd:0x4db2cdeb0de63ba2,restaurant,4.3,328
13088,TOGO'S Sandwiches,0x809ade4c51a89717:0x3d010af4edb1101c,restaurant,4.3,98
13097,Andy's Kitchen | Chinese Restaurant,0x809ae68c5abc42c7:0xfa4ef6d7eb923d35,restaurant,4.2,228
13098,Harrys Sports Bar & Grill Folsom,0x809ae7b09efac20d:0xd97b31ca097d2e4d,restaurant,4.2,98
13101,Lola's Lounge,0x809ac74f236fffff:0x33d43cfcfd6fa607,restaurant,4.5,184
13102,Noah's NY Bagels,0x809ad0dad8c39925:0xf470b8f026fe2c3,restaurant,4.3,268
13109,La Bou Bakery & Café,0x809ad6adf982e0d5:0xf580a25d102d42d9,restaurant,4.3,188
13112,Rose Palace,0x809ac62753093cb9:0xe21d7c2d55b7b52e,restaurant,4.3,198
13115,Rita's Italian Ice & Frozen Custard,0x809ac71d2fcc6493:0x4df77241c4626c24,restaurant,4.4,88
13119,Cafe Dolce,0x809add42b1100aa1:0xb2578f2b4fe4b06e,restaurant,4.6,93
13121,Ten22,0x809ad6cd3b617631:0x3846446f2f2e5f25,restaurant,4.1,246
13122,Esquire Grill,0x809ad0d7c9182541:0x87113f87b988a082,restaurant,4.3,188
13126,Pizza Hut,0x809ad7165d309183:0x5ccbfb5c7ba39f1d,restaurant,3.4,254
13131,Taco Bell,0x809ad6fcabbcc8bd:0x84640bb47cb3d44e,restaurant,3.6,478
13136,Sizzling Fresh Mongolian BBQ,0x809ac654e9fc36cd:0x73c4e207a4383708,restaurant,3.9,358
13145,Valerio's Tropical Bakeshop,0x809ac5917f97bedd:0x36ff432aec97ad32,restaurant,4.3,84
13148,Tugboat Fish & Chips,0x809ad1cbd592944d:0xc21231d435219533,restaurant,4.4,232
13149,La Bou Cafe & Bakery (Power Inn & Fruitridge),0x809ac52fec4e0ea5:0x349dae8ec4856731,restaurant,4.3,186
13167,Odd Cookie Bakery Cafe & Bar,0x809ad1020720b30d:0x85fbfa7f7a3e6a36,restaurant,4.7,58
13169,Der Biergarten,0x809ad0c3c96c80b9:0x1e22ff2da4d584a2,restaurant,4.6,758
13170,Café Rolle,0x809ada7c8feb4fab:0xccb055f95056e86e,restaurant,4.8,348
13172,Starbucks,0x809ada7cd2de1045:0xa4e7439a7f795ab6,restaurant,4.3,158
13175,Bento Box,0x809ada558d57f2d5:0xbd314a098b2aeb91,restaurant,4.3,238
13176,Dickey's Barbecue Pit,0x809ac570605424a9:0x2a49ab72d0cfad2f,restaurant,3.7,128
13187,Rick's Hacienda Restaurant,0x809ad022d0c829d7:0xee654374f9d42b9b,restaurant,4.3,418
13194,Tortas Chilangas,0x809acfdff871a2e9:0x3ce973a74ca9e7cf,restaurant,4.2,284
13205,Its A Grind Coffee House,0x809ac0b2971ab36d:0x221b387340a49fa4,restaurant,4.3,138
13206,Jack in the Box,0x809abd027f9a9c7b:0xd041fdfcc2eb23fa,restaurant,3.9,535
13209,Hunan House Mongolian BBQ & Bar,0x809aa2cf8bb5cf27:0xe8ba3db337038d9b,restaurant,4.3,178
13210,Julian's Patisserie and Cafe,0x809ae1508c936c2f:0x489169b5cedf90c8,restaurant,4.7,418
13211,Fujita Sushi,0x809ada32de44e25b:0x6e77b46aacb20d7f,restaurant,4.3,78
13213,Sushi Hook,0x809ada5b4bbc8643:0xfdaa2e69b8c358eb,restaurant,4.4,998
13214,Starbucks,0x809ada95a2d34f79:0x3f2a8d50abdf3bc7,restaurant,3.7,18
13223,Tây Giang Restaurant,0x809ac675fdcb579f:0x2c40ea95828b3f67,restaurant,4.4,118
13226,IHOP,0x809ad43cda2a1207:0xb5f83ab0b69773df,restaurant,3.8,498
13227,Open Rice Kitchen,0x808529739a312065:0x353105b92f5a6cf0,restaurant,4.2,337
13230,Round Table Pizza,0x809ad161b7b01efb:0xc7785af0faf7a575,restaurant,3.6,237
13232,Wienerschnitzel,0x809ad4107c21f6cb:0xff80ccf2e6333825,restaurant,3.6,328
13234,A&W Restaurant,0x809ad6aeb0ef225d:0x5c8a82606e31d36f,restaurant,3.6,98
13236,Domino's Pizza,0x809ad405521bc547:0x78aedc322e065a5e,restaurant,3.4,98
13240,Vientiane Restaurant,0x809ad14d3bf18e21:0xee8d1d3aa6685a66,restaurant,4.4,138
13247,Asian N Cajun,0x809ad623a3a7839f:0x7bbec16813911c92,restaurant,4.3,348
13248,KFC,0x8084d0f2b0863bb9:0x4d8e35eb08132a11,restaurant,4.0,318
13249,Starbucks,0x8084d13eee1e0093:0x4d06c96bbd52867b,restaurant,4.2,512
13250,Burger King,0x8084d08f19295173:0xb94d86a7965c1dcd,restaurant,3.7,267
13251,Spring Garden Chinese Restaurant,0x8084d092216c3f7b:0xe4d085a483cd7a3b,restaurant,4.3,237
13253,Judy's Grinder,0x8084d08f321e5cc5:0x5b3e59906949a7c,restaurant,4.1,347
13256,Jamba Gibson Plaza Shopping Center,0x8084d14b28b29521:0x605c74de6f6fa949,restaurant,4.4,118
13258,Arby's,0x8084d1bbd64d3c3b:0x4914439de042361a,restaurant,4.1,95
13262,Subway,0x8084d08d244861bd:0xe55e64fa0e0092eb,restaurant,4.3,98
13266,Corkwood Restaurant,0x8084d08c4ffd5981:0xd8dbce76dfd7a1db,restaurant,4.3,218
13268,Panda Express,0x8084d15393cab561:0xb292d7bba69f44b7,restaurant,3.7,415
13270,Sakura | Japanese Steakhouse & Sushi,0x8084d08c1fcc3951:0x55ce9be00a4a3306,restaurant,4.5,434
13271,Ranch Kitchen,0x8084d0fe2a3c7b6f:0xfa25fe6a2dd60301,restaurant,4.5,148
13276,O Teriyaki,0x8084d1028a96f495:0x77bfcd404d8df522,restaurant,4.4,511
13287,Taqueria Davis,0x808529765ab3dc4f:0xcd6177ff660d5f57,restaurant,4.6,418
13291,Little Buddha Thai Bistro,0x809add2f31f99483:0x51747124cb54cfb2,restaurant,4.4,248
13292,Peet's Coffee,0x809ad1635bca013b:0xb75ea23cb9a04644,restaurant,4.5,78
13293,Mountain Mike's Pizza,0x809add1958d28b21:0x67a548e1d13e956a,restaurant,3.4,208
13296,Subway,0x80852bb902d380cb:0xa9c814396d7c463e,restaurant,4.1,107
13297,Kiki's Chicken Place NORTHGATE,0x809ad71621f3f48d:0x1ccac5eaa2becc00,restaurant,4.3,654
13298,Chaat Kafe,0x809b29e365edae05:0x61acc50b9fab15a6,restaurant,4.4,466
13300,The Big Salad Shop,0x809ad12912c2eaab:0x95d2358b0b2daf49,restaurant,4.3,58
13301,Thai Princess Restaurant,0x809ad6066061263f:0x43eae342127a2720,restaurant,4.1,128
13304,Nothing Bundt Cakes,0x809ad638782c455b:0xb988d5f87c5cf9ff,restaurant,4.5,74
13306,Mamma Susanna's Ristorante Italiano,0x809ada651dd2a1e9:0xee18cdba2686fb6a,restaurant,4.6,227
13308,Pastry Heaven,0x809ade1d14d4378d:0x5308158514b15804,restaurant,4.4,68
13311,Hisui Sushi,0x809ae47e1e8d5711:0x2280fbb40562ec61,restaurant,4.6,345
13313,Szechuan Spicy House,0x809ac56fa2932daf:0xc82ee74241d95a1,restaurant,4.0,117
13318,Chaat of India,0x809ac6762977b493:0x5d053c587bfc130a,restaurant,4.3,408
13325,Boba Tea House,0x809ac7a5b8a279fb:0xfc53cb69dccfc8b2,restaurant,4.2,227
13327,VINHOUSE TEA & COFFEE,0x809ac7d979831baf:0xf62662ebf6e103b1,restaurant,4.5,98
13330,Tealicious 潮記焼腊,0x809ad1400f981e43:0x104256c1cae81d09,restaurant,4.1,98
13331,Panda Express,0x809acefd1578ce1f:0x5f1cf45d2bf60a69,restaurant,4.0,286
13332,T & 5 Bakery Cafe,0x809ac66a523283df:0x868952d55bfd4093,restaurant,4.4,168
13335,CAP’s Pizza and Tap House,0x809adb156be4aa63:0xc6acee17fb93e65a,restaurant,4.6,498
13336,Jimmy’s Poké House,0x809ac56bdd526ecd:0x4584493d1fe95a2,restaurant,4.3,27
13339,Poke Ichii,0x809ad62311db73ef:0xdc6d041931e05225,restaurant,4.7,72
13340,Bangkok Thai Restaurant,0x809ac56e8aa629ad:0xa2f7c584083f5718,restaurant,4.7,78
13341,McDonald's,0x809adb461c293469:0x26a6579c9c369c2f,restaurant,3.4,1297
13342,Golden Road Brewing Sacramento,0x809ad1a329de7605:0xe4db7a50f842e997,restaurant,4.2,258
13344,Denny's,0x809aa2daa0efc8ab:0x981d0c4a62ec0dae,restaurant,4.0,636
13346,Thanh Son Tofu,0x809ac56f2e2bb1d1:0x82bd2a8f6a82d6b4,restaurant,3.8,38
13347,MADAR | Afghani-Fusion Street Food,0x809ad994ebafde0f:0x511c42296d014312,restaurant,4.6,158
13348,Tasty Pot,0x809ac70c31defbaf:0x53c958c41c51af16,restaurant,4.4,164
13349,Jade Fountain Café,0x809ad1b5ec001b4d:0xfdfbde18ec1794ab,restaurant,4.3,206
13353,El Charro Mexican Restaurant,0x8084d0e59bf78427:0xdb43badc2067e48b,restaurant,4.4,472
13355,Linda's Méxican Food,0x809ad72f3ce605cd:0x5b0d0723bef5764f,restaurant,4.0,372
13356,Wingstop,0x809ad43ce8c1037d:0x6d5049118a6858ae,restaurant,3.5,258
13358,Pronto,0x809ad1d64dc19913:0x537aef92b1eb68fc,restaurant,4.2,168
13359,Uvaggio Wine & Beer,0x8084d0e411e5c655:0x80257e8ae7326aa8,restaurant,4.5,27
13360,Culinerdy Kitchen,0x809ad18d70b7cdb1:0xb729873c040805c9,restaurant,4.7,154
13362,McDonald's,0x809adf5df9fe501f:0x8cdfb1c510749e70,restaurant,3.6,288
13370,Brown Sugar Bubble Milk,0x809acf8e26650251:0xed56cf90240f909,restaurant,4.4,15
13371,Little Caesars Pizza,0x809adaaa9dfbc025:0xbd03bd8482a7ff84,restaurant,3.9,448
13372,Cilantro's Méxican Restaurant | Northgate,0x809ad7b927a709ed:0x317058436e5d6c51,restaurant,4.2,398
13374,Burger King,0x809ad1c973594319:0x639c4c137df0e7b9,restaurant,3.4,606
13375,Dutch Bros Coffee,0x809adb5aa44fb7e9:0x3c5272c33bac1204,restaurant,4.5,135
13383,Watan Halal Market,0x809ac549f089e9ef:0xc9d0361b6432f9ef,restaurant,4.5,104
13384,Starbucks,0x809ad18618dbb80f:0xe1cd671282647d54,restaurant,4.3,316
13399,Starbucks,0x809ac89defe1054d:0xbf3dde700064253c,restaurant,4.3,268
13400,Kabob & Gyro Grill,0x809ac6496e7a90d7:0x7d35b5b275826aac,restaurant,4.4,614
13405,Starbucks,0x809ac87e2319b033:0xc023542818abef6a,restaurant,4.1,196
13407,Papa Murphy's | Take 'N' Bake Pizza,0x809ac89ebd4d2e9d:0x3c00461102dee899,restaurant,3.9,73
13408,Harbour Cove Shopping Center,0x809ac8f1b8539e8f:0xb807738b670029c1,restaurant,4.0,38
13411,Elephant Bar Restaurant,0x809ade25a5789b2d:0xe2ccd9de61b2c28b,restaurant,3.9,817
13413,Five Guys,0x809ae50040ac908b:0x8f3b691ea885f077,restaurant,4.1,346
13415,Arby's,0x809add592d372201:0x476cc7bd81220583,restaurant,4.1,608
13418,Mountain Mike's Pizza,0x809ad62319f26759:0xd5b73693928a4b12,restaurant,3.5,168
13422,Pho Xe Lua,0x809adaabaac7c8db:0x3deb16f01bf569f5,restaurant,4.4,734
13425,Round Table Pizza,0x809ad0ff0a690eb9:0x81371211a5d1ce75,restaurant,3.6,175
13427,Steve's Pizza,0x809ac6ff9ed642f3:0xc7d74554d409a22f,restaurant,4.1,198
13428,Taqueria El Paisano,0x809ad01964277a1d:0xcdb1d667cef0302e,restaurant,4.3,238
13430,Papa Murphy's | Take 'N' Bake Pizza,0x809adaaa984b5549:0x5a6146b9d48c64b9,restaurant,3.9,166
13433,Tacos Apatzingan,0x809ad01bd77817eb:0x5ddd45e706d9ac11,restaurant,3.8,18
13438,Grand Pavilion Banquet Hall,0x809ac5bfd604e0a3:0xd0b338d9f1c9a545,restaurant,4.3,68
13439,Localis,0x809ad0e6fee64961:0x2f62b9a5d7ba0d31,restaurant,4.7,368
13440,Starbucks,0x809adf38f513e8ab:0x6aeacc248a2b3568,restaurant,3.9,635
13441,Noah's NY Bagels,0x809ad9823e23c009:0x4eb4f80eeeb7f442,restaurant,4.1,138
13442,Mi Rancho Supermercado,0x809acfc9232de6a7:0xd495dfb53f08ce86,restaurant,4.1,828
13446,BBQ & Burgers,0x809ad04d5de38ad3:0xbc930bea7ae5b4a3,restaurant,4.1,398
13448,Papa Murphy's | Take 'N' Bake Pizza,0x809ace085d1cc159:0x38e0aeb00378e00f,restaurant,4.3,98
13450,Taqueria Santos,0x809add10bc180967:0x4b516f239963b8eb,restaurant,4.3,218
13455,Little Caesars Pizza,0x809ac5715bbe23d5:0xd32e49f5157fe7c6,restaurant,3.9,287
13462,Mezcalito Oaxacan Cuisine,0x809ae7b0672060a3:0x7f5a207d7230ded7,restaurant,4.7,118
13463,Antojitos Locos,0x809adfe7ed6f96c9:0x9ee37c8601f3e74e,restaurant,4.5,168
13464,Heckle Alehouse & Eatery,0x809ae6acd8386cc7:0x6890b1ff1a623498,restaurant,4.6,254
13467,Lucille's Coffee Hops & Vine,0x809ae4872b95fd2b:0x1617d53a0a678799,restaurant,4.7,68
13470,Ciro's Pizza Café,0x809ae4274240b867:0x287c868d6b643dd4,restaurant,4.2,205
13474,Ike's Sandwiches,0x809ad14f3ec1dc4d:0xf5a5f9f57283237f,restaurant,4.4,188
13476,Peet's Coffee,0x809ae415a5695df3:0xe3df3b24c9d09ad8,restaurant,4.5,296
13481,Delhi Oven,0x809b29d3b2af56e7:0x34793742290ade40,restaurant,4.6,138
13483,Round Corner,0x809ad0ef52e5647d:0xd7d7c3c7ce4da504,restaurant,4.5,285
13484,Starbucks,0x809ada93dbd57413:0x1248f66f0f088c8c,restaurant,4.2,298
13485,Grateful Bread Company,0x809ada5581c6d0b1:0xe95d3d5674c8284f,restaurant,4.5,77
13487,Jersey Mike's Subs,0x809ad982123b52cd:0x559cd5d9c78d9fcd,restaurant,4.3,234
13501,Canton Buffet,0x809ada4435d018fd:0x65ea0bdad2983f1e,restaurant,3.2,138
13502,Pizza Guys,0x809ade4ed8bda15f:0x64340eb0816dda58,restaurant,4.0,138
13505,Subway Restaurants,0x809aded8c446ebf9:0x61d15296142b29ea,restaurant,4.1,48
13507,Fat City Bar & Café,0x809ad6cd0306c085:0xcc2a2c952151ba0d,restaurant,4.2,657
13512,Tiger Bar + Restaurant,0x809ad1be6490bc9f:0x2e34b0d1c2ac814,restaurant,4.3,166
13518,Fat's Catering & Banquet Facility,0x809ad6cd0306c085:0x7a7b6edf0e117cb9,restaurant,4.6,8
13519,DAS Platinum Palace,0x809add83420008db:0x485a561f640a4a0b,restaurant,4.4,77
13526,Boon Boon Cafe,0x809ad07108c13633:0x5a37a2fa3311b493,restaurant,4.2,136
13527,Pizza Guys,0x809ad6fb3b363d77:0xfd4b858489b6835b,restaurant,4.0,198
13528,Pancho's Cocina Mexicana & Grill,0x809ad0e35c200aef:0xa947b11a4c18e97e,restaurant,4.3,296
13530,Dubplate Kitchen & Jamaican Cuisine,0x809adb487975f067:0xe03417b5a4a5f520,restaurant,4.4,238
13532,Naija Cuisine,0x809ad716455d6e8d:0x11de4798aeac509b,restaurant,4.4,127
13544,Limon E Sal Taqueria Bar,0x809ae1727d75e1d5:0x37bf29bd6feb6592,restaurant,4.5,238
13548,Carl's Jr.,0x809ad981a333b373:0x849269c3272a7e78,restaurant,3.7,492
13549,Corner Bakery,0x809b29df7720fa4b:0x409b0d65f1a4cf2d,restaurant,4.4,58
13555,Miyagi Bar & Sushi,0x809adaff847cb311:0x71ec123aafd95770,restaurant,4.4,178
13557,Escape Folsom,0x809ae6ac961a14b5:0xbf940e1e78b1720d,restaurant,4.8,165
13558,Formoli's Bistro,0x809ad0969ec6f6bb:0x66847f471a3eae8c,restaurant,4.6,58
13562,Mimosa House,0x809add40aa54f0cb:0x79ece5bb6cf36206,restaurant,4.2,498
13565,office lounge,0x809ada4d2306fd3d:0xfbe8e7cf001b4d71,restaurant,4.2,38
13566,Interlude Cocktail Lounge,0x809adbfb5c10f0e1:0x3c2e112f81aefe82,restaurant,4.5,135
13568,Long Shot,0x809adb9018f8d233:0x2911d19da9a4108,restaurant,4.3,78
13570,500F Pizza x Taphouse,0x809adb8f86daee8b:0x86676c3a1a284c03,restaurant,4.1,111
13572,La Terraza,0x809ad6cd3713a2c9:0xef10de0490c12305,restaurant,3.6,674
13574,Jack in the Box,0x80852974f82b5257:0xbc87bfd0042a1c17,restaurant,3.6,478
13583,Taste of Angkor,0x809acf63243b4c0f:0x8982421e8dc21b06,restaurant,4.3,227
13586,The Melting Pot - Sacramento,0x809ad0d6d6069b45:0xd29da16774dff52e,restaurant,4.6,926
13587,Danny's Mini Donuts,0x809ad6cd740e9d41:0xf7de831c0c6bcce,restaurant,4.6,188
13588,i-Tea,0x809ac55d37770d4f:0xb3d8996eaa9b66d9,restaurant,4.3,238
13592,Uniboil 煮道,0x808529736cb02df9:0xd2f54d2ead26cb28,restaurant,3.7,76
13593,McDonald's,0x809abcfdb538be03:0x9d10e58d870d95aa,restaurant,3.5,943
13595,Brewsters Bar & Grill,0x809aa2d70085adcb:0x38163b7adc249474,restaurant,4.4,538
13596,Cold Stone Creamery,0x809ac0b2971ab36d:0x999f1116b8fe9c1c,restaurant,4.3,58
13597,Starbucks,0x809b29e4b8612703:0x790211c78af20e4,restaurant,3.8,188
13601,Brianna's Méxican Food,0x809adcb5fd2d41d7:0xce8a2167390f69c4,restaurant,4.1,178
13603,Starbucks,0x809add476996162d:0x9b03edaca0b43c4b,restaurant,4.1,393
13604,KFC,0x809ade2719972aef:0xe362e1a6fe0054bc,restaurant,3.2,298
13605,V's Asian Bistro,0x809ac34b18b823d3:0xdf9a0f549de8963f,restaurant,4.5,85
13608,Sushi Z,0x809adbc25ae756af:0xd07110ed36ef92d1,restaurant,4.0,128
13610,Dutch Bros Coffee,0x809adb3f3420d57f:0xb05cbee50efa8c8a,restaurant,4.6,338
13614,Paquitas Mexican Grill,0x809ac52b258c60b1:0x13db47231489fd4f,restaurant,4.7,18
13618,McDonald's,0x809ae701058442df:0x1bb9922d17a17817,restaurant,3.6,495
13619,Coco's Bakery Restaurant,0x809ade1a1babe73d:0x1894f4a240ead432,restaurant,4.0,265
13622,Hook and Ladder Manufacturing Company,0x809ad0dfd520c4a3:0x6f0597a88939c3df,restaurant,4.4,857
13624,Long John Silver's,0x809aded9debea15f:0x65fd2ec54cbbe58a,restaurant,3.9,567
13640,Technique Gymnastics,0x809ae786b70526d9:0xeaf88bb4219b9783,restaurant,4.5,98
13647,Burger King,0x809ac4960c967ecd:0x443726bb090ec8fd,restaurant,3.5,267
13649,Specialty's Café & Bakery,0x809ad12de043916d:0x5705012c2cede2cd,restaurant,4.2,138
13654,Crocker Cafe By Supper Club,0x809ad133d189b435:0x44ea44f5520b9343,restaurant,4.3,27
13662,Starbucks,0x809add7b7e1e7fcb:0xd137572293558d08,restaurant,4.1,48
13674,FatCat Bakery,0x809ac504a2f301d7:0xae5e63aa7aa73072,restaurant,4.3,14
13677,Bốn Mùa | Vietnamese Restaurant,0x809ac56f014424a1:0x7bac7a7f30dcb950,restaurant,4.4,178
13680,Cơm Tấm Thiên Hương,0x809ac56efdfab5a1:0xd9e2970161abd3c5,restaurant,4.4,128
13682,Wonder Cafe,0x809ac56e442bf525:0x84580bce541ca2f2,restaurant,3.6,33
13684,A&A Tasty,0x809ac57386e39265:0x966be3d829771ef,restaurant,3.9,67
13685,Frasinetti Winery,0x809ac44dcfe9d7cf:0xfb6a154377a74991,restaurant,4.5,117
13689,Zelda's Original Gourmet Pizza,0x809ad0dd3a1ce869:0xc271ed7694a37ac0,restaurant,4.2,638
13690,Pizza Factory,0x8084dff4bb12098d:0x43295b4cfefd679c,restaurant,4.3,134
13691,Lester Farms Bakery,0x8084dff2d6f70923:0xd4c7d3067ae78cd2,restaurant,4.5,148
13694,Dutch Bros Coffee,0x8084d15a7db54163:0xd8ff1169f636d9b6,restaurant,4.7,718
13696,Haggin Oaks Golf Complex,0x809ad9a1c749afcf:0x59c23bb4b89dc8ea,restaurant,4.4,777
13697,Nugget Markets,0x80852bb891604c6f:0x975f4666127d7d7e,restaurant,4.6,673
13698,Wildhorse Golf Club,0x8085298aefed6879:0x69b523ee5c13963e,restaurant,4.1,137
