gmap_id,category,avg_rating,num_of_reviews
0x809ac7ab464df4c5:0x684e81f152a9d1d8,['Medical laboratory'],4.7,78
0x809ad0dfdd1b2663:0x2836d7218116426c,['Typewriter repair service'],5.0,6
0x809ad1c95e4cda1f:0x7dd35f59e8001c50,"['Japanese restaurant', 'Asian restaurant']",4.5,58
0x809acfd97bd070f1:0x6d7aa20876fa6e9e,['Boat repair shop'],4.3,48
0x809ad0e7ccf74045:0x98f2da69df692086,"['Media company', 'Advertising agency', 'Internet marketing service', 'News service', 'Newspaper publisher']",3.4,5
0x809ad1b2e2671dc5:0xa105bf05c763106d,['Title company'],4.3,8
0x4076fdf05c4231ff:0xc48189f95f34ac8b,['Title company'],3.6,8
0x809ad21ec67541e1:0xac7f85759d1bbe40,['Pet groomer'],4.4,38
0x809ad115aa51143b:0x69dfe02536269a8b,"['Real estate attorney', 'Law firm']",4.5,2
0x809ad0e9c79994c1:0xe09874c145811ef1,['Martial arts school'],5.0,13
0x809ad0e4a8899113:0x75c1705bdf66f551,['Gas station'],4.0,78
0x809ad1f3e15a9b41:0xa0f33bd09af8c1cb,"['Apartment complex', 'Townhouse complex']",3.4,8
0x809ad12af72e5b83:0xe42bc574020e5ad,['Bail bonds service'],4.7,127
0x809ad0e781b97643:0x3a4d9e5a1a5d5991,['Bar'],4.5,167
0x809ad02925116193:0x9de85ba87fde112b,['Gas station'],4.0,17
0x809ad0016000a55b:0x20fef686724f92d2,['Television station'],4.4,98
0x809ad1b3a17b4f3d:0x7505245906e336ac,"['Gas station', 'Car repair and maintenance', 'Convenience store', 'Grocery store', 'Truck stop']",4.2,28
0x809ad1da5cd92715:0xf685e99eec98548d,"['Auto repair shop', 'Brake shop', 'Mechanic', 'Oil change service', 'Radiator shop', 'Tire shop', 'Transmission shop']",4.8,48
0x809ad11ef3f9a263:0x6198e2509f74f307,"['Passport photo processor', 'Photo lab', 'Photo shop']",4.3,7
0x809ad068f215ee4d:0x74bb93ff4e85191,['Seafood restaurant'],4.2,215
0x8084d1733be2305d:0x7e0663b33c615813,['Mexican restaurant'],5.0,3
0x809ac6fe7354df43:0x8da305f553097f46,"['Sports card store', 'Comic book store']",4.6,136
0x809ad968e8926f8f:0xb07792084975e3cf,['Repair service'],5.0,4
0x809ad13c7441db5b:0xa341a0aab3222835,['Auto repair shop'],4.9,38
0x809ada877610bc0b:0xf18993f68cb23cde,['Electrician'],4.6,8
0x809ac54b27babf99:0xcd2e27de90ea02cd,"['Cemetery', 'Casket service', 'Cremation service', 'Funeral director', 'Funeral home', 'Mortuary', 'Religious organization']",4.0,53
0x809adf14b0c4c6e9:0x469fa2b71eeee12f,"['Funeral home', 'Cemetery']",4.9,13
0x809ad11eeba36e53:0xeb0e6d2784353987,['ATM'],4.0,1
0x809ad14ce778c54d:0xce6aaa187b423d01,"['Funeral home', 'Cremation service', 'Funeral director']",4.8,8
0x809ad1ca3dcadb63:0x238830a0746fd29d,"['United Methodist church', 'Methodist church']",4.3,8
0x809adbcd5692898d:0x15a968f1c1d420a8,['Association or organization'],4.4,8
0x809ad0e0bad1fbf1:0xd94d98a5349e5771,"['Emergency training school', 'Emergency training', 'Medical school', 'Nursing school']",4.9,126
0x8085297264fa8d0b:0x25bf6eda89ff13b6,"['Auto parts store', 'Trailer supply store', 'Truck accessories store']",4.4,45
0x809ad6cd1eda1557:0x37840fae863ed82d,"['Karaoke bar', 'Bar']",4.1,145
0x809ada34c690c337:0xd25093cb52bb83a2,"['Car stereo store', 'Auto upholsterer', 'Car alarm supplier', 'Car security system installer', 'GPS supplier']",4.4,124
0x809aded8ebd07619:0x49c359db8730652d,['ATM'],3.8,4
0x809adec9872c8e4b:0xa668eb41a61fe6be,['Performing arts theater'],4.7,107
0x809adaf285946a7d:0x4e227dd693c617a9,"['Chinese restaurant', 'Asian restaurant', 'Restaurant']",3.7,88
0x808529761604d589:0x1d84919f539860f5,['Korean church'],3.7,17
0x8084d14965d38907:0xcd18fee8f3905cad,['Church'],4.7,8
0x809adfd83537b07f:0x3d5cb8d809eac5a4,"['Computer support and services', 'Computer accessories store', 'Computer consultant', 'Computer repair service', 'Computer security service', 'Computer store']",4.9,78
0x809acf951c6d419b:0xb68e9af137d7f4a8,"['Used car dealer', 'Car dealer']",4.3,588
0x809add116d721b9d:0x319533442526c0c3,['Bank'],3.7,8
0x809ada4637f696d7:0x97e3e06b4b9fc63d,['Nail salon'],3.8,68
0x809ad732968f1b69:0xf9dec02f64f526f3,"['Mattress store', 'Chinaware store', 'Cutlery store', 'Furniture store']",4.0,27
0x809ac57bf645e6b1:0x60eada56ff8321cb,"['Wedding bakery', 'Bakery']",4.7,145
0x809ad0448ffcdc07:0x6fe2db0dcfba2c2e,['Laundromat'],3.9,24
0x809ada1e9a5c35d9:0x2df0bf060b8e82d3,"[""Women's clothing store"", 'Fashion accessories store', 'Jewelry store', 'Shoe store', 'Watch store']",4.4,38
0x809ada2b24577407:0x5b68de1114409c1c,"['Insurance company', 'Auto insurance agency', 'Motorcycle insurance agency', ""Renter's insurance agency""]",4.7,88
0x809ad75bae66c04f:0x98c2e64c29dd6e70,['Book store'],4.6,48
0x809ad9e839e6a313:0xfc8d3f79517e1e70,['Church'],4.6,18
0x809ae45b9d001141:0x2b87776fce5ef48a,['Self-storage facility'],4.7,28
0x809adabe0e7cc99b:0x5651ad19ed6f217f,"['Dry cleaner', 'Boutique', 'Clothing alteration service', 'Delivery service', 'Laundry service', 'Sewing shop', 'Shoe repair shop', 'Tailor', 'Wedding dress rental service']",4.2,17
0x809ad99dd907aa79:0xaed37991a2c612cf,"['Auto repair shop', 'Smog inspection station']",4.0,5
0x809adf91883ea035:0x504f34ea1c4950ee,['American restaurant'],4.4,117
0x809adfd78e9bde1b:0xb86a41e63d5d440,"['Church of Jesus Christ of Latter-day Saints', 'Christian church', 'Church', 'Non-profit organization', 'Religious organization']",4.6,28
0x809adf7c1e0c04b3:0x7d99374ca899e8ec,"['Auto repair shop', 'Auto body shop', 'Auto parts store']",4.9,7
0x809ad021700111a1:0xce2315f945b55b61,"['Non-profit organization', 'Counselor']",4.3,13
0x809ad03cde550a89:0xa1bc44b763cfd1c8,"['Sandwich shop', 'Fast food restaurant', 'Takeout Restaurant', 'Restaurant']",3.3,36
0x809ada8bae44034f:0xa7686b5184f2c326,['Vietnamese restaurant'],3.9,56
0x809ace544c2c3ebf:0xd8f071327ae0ca14,"['Park', 'Tourist attraction']",4.2,128
0x809ad98bd835b8c5:0x65788f5302a66428,['Barber shop'],4.8,28
0x809adb46b57d273f:0xda977e50477e59e,"['Coffee shop', 'Cafe', 'Coffee store', 'Espresso bar']",4.1,18
0x809aad5d43f5215b:0x9df1288c7eef2304,['Grocery store'],4.2,48
0x809ad71c07e5ad41:0xd6ee61bebf7a1b6d,['Shopping mall'],4.3,136
0x809ae6997e21b8db:0x2a18efa13f1a1c3,"['Mexican restaurant', 'Brunch restaurant', 'Latin American restaurant']",4.2,417
0x809ae5b34e63bc17:0x16d3a4d9f5f99a64,['Oil change service'],4.3,88
0x809ade214f7b1099:0x8399f8d32e751423,"['Photographer', 'Portrait studio']",2.7,18
0x809abcf982d1b0ff:0x7f238b04767da69b,['Butcher shop'],4.9,56
0x809aa2dcbf770d1f:0xe137ba54383c544f,['Villa'],4.0,1
0x809aa2d08e443ce7:0x549b4056a87a7d2b,"['Brewery', 'Brewing supply store', 'Brewpub']",4.5,44
0x809aa2c5630c0157:0x301f0724632b8b01,['Cafe'],4.2,44
0x809aa2d08d2ed067:0x7a1d6f0a24aa5640,"['Cell phone store', 'Electronic parts supplier', 'Electronics store', 'Telephone company']",4.5,44
0x809ac74359ac8bf5:0xefecba5dcae670a7,"['Video game store', 'Collectibles store', 'DVD store', 'Electronics repair shop', 'Electronics store', 'Game store', 'Repair service', 'Toy store']",4.6,128
0x809aa2cf8bb5cf27:0x41cd9ad43f4feb73,"['Sandwich shop', 'Caterer', 'Fast food restaurant', 'Takeout Restaurant', 'Restaurant']",3.2,65
0x809ad7c941107e13:0xfbe9c69f9ae8dbd1,"['Paint store', 'Building materials store', 'Building materials supplier', 'Paint manufacturer', 'Painting', 'Paintings store']",4.6,27
0x809ab9d42fb704b9:0x9618f8ea90128a92,['Gas station'],4.2,56
0x809aa2cf8bb5cf27:0x6c3fa87175c3da9b,['Donut shop'],4.5,78
0x809aa2cf8bb5cf27:0x724e41bb8535434d,['Frozen yogurt shop'],4.8,48
0x809aa2d057e8da39:0x7c6f10d895aace77,['Restaurant'],4.3,38
0x809adaff81ab11ad:0x124333a82acff704,"['Baby store', ""Children's clothing store"", 'Fashion accessories store', 'Toy store']",4.3,6
0x809ad0eb0aef1881:0x1649661408e4630c,['Corporate office'],4.6,18
0x809adaff847cb311:0x3b09c1042e2ce55f,['Wine store'],4.8,8
0x809ac5d92b00f789:0x4278cabca77eedf7,['Restaurant'],4.3,218
0x809adf39051c0483:0x7708cb9c172bdc91,['Animal hospital'],4.9,28
0x809ac7414a17d4b1:0x557e6abedf61a36f,['Handyman'],5.0,28
0x809ad0bf8d050a23:0x4d9f3cd2f7aaadbe,"['Bankruptcy attorney', 'Family law attorney', 'Attorney']",3.6,28
0x809ac6bf3249ff67:0x3d98e6536c4a1e02,"['Sandwich shop', 'Caterer', 'Deli', 'Fast food restaurant', 'Takeout Restaurant', 'Restaurant', 'Salad shop']",4.1,96
0x809add74de8def73:0x9b0e8dfd01372e00,['Grocery store'],4.1,158
0x809ac34b18fe69c5:0x4ec4424051c9cac6,['Vaporizer store'],3.7,46
0x809ad0dfb5a94787:0xd40609ed1615cfc0,['Brewery'],4.7,144
0x809ad0de39540db3:0xe061500237e6e265,"['Juice shop', 'Frozen yogurt shop', 'Health food restaurant', 'Health food store', 'Ice cream shop']",4.7,66
0x809ade4c51a89717:0xd252a63b3dd5a1b7,"['Bank', 'ATM']",3.3,16
0x809adacecfd30bc7:0xa4356be814529c2d,['Millwork shop'],5.0,1
0x809adf033733e399:0x2a6169ead46d36ee,['Liquor store'],4.2,38
0x809adf7d6d6dedd7:0x1088bf22b2d9819e,"['Bank', 'ATM']",4.1,13
0x809ada2a99ffb483:0x966a87457a77f83a,"['Nail salon', 'Hair salon']",4.0,58
0x809ada2d5cc12797:0x5ded209e15a8a9e1,"['Used car dealer', 'Car dealer', 'Truck dealer', 'Used truck dealer']",4.2,108
0x809adf9423fcb9dd:0xe02547ed5c088712,"['Mexican restaurant', 'Burrito restaurant', 'Taco restaurant']",4.7,238
0x809adf791ae8ef31:0xdb9209d73819c529,['Beauty salon'],4.4,105
0x809adfaf8ba8fae1:0x6a1788cdcee50454,['Tire shop'],3.9,48
0x809adf8a1cd4a8fb:0x9d6464d6c7b68fe0,"['Grocery store', 'Discount supermarket', 'Grocery delivery service', 'Produce market', 'Supermarket', 'Warehouse store', 'Wholesale grocer', 'Wholesaler']",4.3,168
0x809adf66ba4798ed:0x2b97072866a6f963,['Beauty salon'],4.9,73
0x809adf79f6acdea7:0x8d1bc2fbedf4a7a7,['Nail salon'],5.0,4
0x809ad0d88c8c2dd9:0xe2dc3d08dafddf25,['Juice shop'],4.6,133
0x809ad98396d82a6b:0x164d77f0dcd03eb,"['Pizza restaurant', 'American restaurant', 'Chicken wings restaurant', 'Fast food restaurant', 'Pizza delivery', 'Pizza Takeout']",3.8,503
0x809adb27f0f78e5d:0x60457011bedc4d61,"['Grocery store', 'Liquor store']",4.1,78
0x809ad0d87b8cc925:0xc60ecba2acdfad42,"['Presbyterian church', 'Church']",4.7,28
0x809ad1191102e3d9:0x5d553b620ae3711e,"['Animal hospital', 'Veterinarian']",4.8,68
0x809ad0e3667059dd:0x2a78a1cd2b495694,['Brake shop'],4.4,18
0x809ad0e360d04515:0x858de54e7c038ca1,"['Auto repair shop', 'Oil change service']",4.6,78
0x809ae689597b27e5:0xa61211560e8083fb,['Mexican restaurant'],4.3,105
0x809adfc5381011a7:0xd95c9e06f8056cce,['Tattoo shop'],4.8,38
0x809ad6cd0aafc0bd:0x6315bfbbafc0e6e,"['Tattoo shop', 'Art gallery', 'Art museum', 'Permanent make-up clinic']",4.6,68
0x809ace3b52f9495f:0xa9fd8a0ca5e3b109,"['ATM', 'Credit union']",3.6,28
0x809ad43a83294c9b:0xaf43fad57d73efda,"['Tourist attraction', 'Historical landmark', 'Railroad company', 'Sightseeing tour agency']",4.5,218
0x809ad0dfe729e669:0x7f0a41b48e7645e8,"['Boutique', 'Clothing store', 'Vaporizer store']",4.5,78
0x809adf91b6a24c4d:0xea0bdb548e9f779c,"['Cell phone store', 'Electronic parts supplier', 'Electronics store', 'Telephone company']",3.7,54
0x809b29c6ad3cbc95:0x8cbd4100dca17f69,"['Apartment complex', 'Apartment building', 'Apartment rental agency']",3.8,46
0x809ad08eb8860afb:0x72e542a0b32d620e,['Plumber'],3.1,28
0x809add35fb10ac03:0x9151095aaae3515a,"['Park', 'Tourist attraction']",4.5,55
0x809ad1a5bd5ff3b9:0x2cbd0493ed07772,"['Gas station', 'Auto repair shop', 'Convenience store', 'Diesel fuel supplier', 'Fuel pump', 'Gas company']",3.4,5
0x809ad74100681cdd:0x1c40b3f46a3e0a22,['Park'],3.9,58
0x809ad7605fbc3785:0xb8557667c6d882d7,['Playground'],3.8,16
0x8084d054d2f2cf3d:0xeb0253808dde3c19,"['Gas station', 'Auto repair shop', 'Convenience store', 'Diesel fuel supplier', 'Fuel pump', 'Gas company']",3.2,8
0x8084d0f5b6c00ed3:0x7eba6f9650ed6e67,"['Senior high school', 'High school', 'School']",3.6,45
0x809ad962060483d5:0x517f0c4415e3f72f,"['Oil change service', 'Brake shop', 'Tire shop']",4.2,368
0x809ad1265b5c396f:0x9970d3e80d7fac19,['Sandwich shop'],4.8,48
0x809ad0d318eae3b9:0xa597ba6958f24f0e,['Event venue'],4.9,26
0x809adedf5669cfa7:0x156b006902d65055,"['Balloon store', 'Balloon artist', 'Helium gas supplier']",4.8,45
0x809ad7435d249493:0x25ca7787e27a8b39,"['Park', 'Tourist attraction']",3.7,48
0x809ad7c3c0c45f15:0x3734e937c58349de,"['Balloon store', 'Balloon artist', 'Helium gas supplier', 'Party store']",4.8,118
0x809ad184cec6ce41:0xa0b5ca83548ff8b3,"['Barbecue restaurant', 'American restaurant', 'Beer garden', 'Caterer', 'Restaurant']",3.6,5
0x809ad75eb6684b61:0x9a0d319a854cf2b8,"['Medical clinic', 'Doctor']",4.4,68
0x809ada5b3f8a76d5:0xce1f788d83da3ae2,"['Medical clinic', 'Doctor', 'Medical Center', 'Medical group']",3.5,176
0x809ac5059b3ed0b9:0x94d67d56306d371a,"['Park', 'Tourist attraction']",4.4,54
0x4cb29c154e71d8f3:0x125a4a0cd35adac8,"['Park', 'Tourist attraction']",4.1,128
0x809acfd6fb56231b:0x5fafbe1d2b9b4824,['Park'],4.3,116
0x809ac56f46b88177:0xdd44ecb8f0f2a172,['Grocery store'],4.2,68
0x809ac570414b339f:0xc672dcd18904d745,"['Vitamin & supplements store', 'Health food store']",4.2,28
0x809ac57c8ddfdf61:0x80112e09eef7eba4,"['Self-storage facility', 'Automobile storage facility', 'Moving and storage service', 'Moving supply store', 'RV storage facility', 'Storage facility']",3.9,84
0x809ac450e265d347:0x4bdb75660fb561dd,"['Spa', 'Nail salon']",4.5,28
0x809add78aae66909:0x41f16cd876e6d6a4,['Medical group'],4.1,126
0x809ac571477ece87:0xc36d9eb20cf5d581,"['Insurance agency', 'Auto insurance agency', 'Home insurance agency', 'Life insurance agency', ""Renter's insurance agency""]",4.7,25
0x809ac55d392fabe5:0xa4b95ecd215cae43,['Beauty salon'],4.6,7
0x809ac596105b5e67:0x3037863947e13e84,['Shoe repair shop'],4.6,13
0x80852bca2147bfdd:0x910f47137beda363,"['Park', 'Tourist attraction']",4.4,48
0x809ad6239c332f1d:0xb29d6fb2d022de2,['Wine store'],4.3,46
0x809ad03f246a8ffd:0xd2dfb86f4892b5fa,['Car stereo store'],4.0,68
0x809ad426c8c1344d:0xb485cf5394c54fb0,"['Grocery store', 'Liquor store']",4.2,88
0x809ad43cb14c65d3:0xa58e74895443d900,"['Gas station', 'ATM', 'Car wash', 'Convenience store']",3.8,38
0x80852924ffebc569:0xf706a4c69a8b92c2,['Park'],4.2,33
0x809ad99da3531bd3:0x577b3126c265fcb6,['Car dealer'],4.1,58
0x809adbfb236fb43f:0x278113b5ae472713,['Tailor'],4.6,8
0x809ad1d0c0fbc58b:0x16adbef5ad7ab741,"['Flight school', 'Aircraft rental service', 'Aircraft supply store']",4.8,38
0x809ad981f6c7694f:0x8c8d43c4f20e022b,"['Craft store', 'Hobby store', 'Leather goods store', 'Leather wholesaler']",4.7,38
0x809ad4247768714f:0x64fbd0c510e5b60d,['Bar'],4.3,144
0x809ad73dbbfe5ef1:0x8d44e45e65497c0f,"['Mexican restaurant', 'Latin American restaurant']",4.5,118
0x809ad75f226cfcc7:0xf0b16a43bd369e3e,['Cafe'],4.7,84
0x809ad419074a0feb:0x83367b2dbc4f9399,['Auto repair shop'],4.8,58
0x809ad14d6dc29ed9:0xad4614883ce421a,['Pet groomer'],3.2,13
0x809b29fe8a4effed:0x31ef2e43e7fef89e,"['Physiatrist', 'Pain management physician', 'Sports medicine physician']",4.0,24
0x809ad759033b0bc1:0x510166c21d4abe4f,"['Restaurant', 'Hamburger restaurant']",4.6,206
0x8084d0e46ed8f183:0xede5a7041722832d,"['Italian restaurant', 'Cafe']",4.4,105
0x809ad6454e8a12cd:0x7b7ba06634c2ae58,"['Apartment building', 'Apartment complex', 'Apartment rental agency', 'Furnished apartment building']",3.0,58
0x809ad651233e9c1d:0x660730362b755a6d,['Grocery store'],4.1,58
0x809ad791ef5f3ed5:0xb920318e5fde7d39,['Indian grocery store'],4.5,18
0x809ad060b75c745b:0x5b93852a15c88cc5,['Art gallery'],4.8,76
0x809ae7fe09d1706b:0x9b345634fa49093c,"['Used auto parts store', 'Auto wrecker', 'Salvage yard']",4.9,248
0x809ad785454faf3d:0xb70718c7176dfda9,"['Cell phone store', 'Electronic parts supplier', 'Electronics store', 'Telephone company']",3.6,18
0x809add86a369392d:0xb56cdc64655d957e,"['Sandwich shop', 'Caterer', 'Fast food restaurant', 'Takeout Restaurant', 'Restaurant']",3.5,88
0x809adfd30776b437:0x8b6a5c953968ece3,"['Trading card store', 'Game store', 'Hobby store']",4.8,128
0x8085290c97e9dd41:0x63d822a3f786f73d,"['Game store', 'Book store', 'Miniatures store']",4.8,188
0x809ae6ab6948cb79:0xf610cc9a9c20c417,"['Fine dining restaurant', 'Dinner theater', 'Event venue', 'Magician']",4.7,148
0x809ac6bf3249ff67:0xc308346aa9246ab0,"['Ice cream shop', 'Cake shop', 'Dessert shop']",4.2,58
0x809ade19b018cdad:0x4449be775a718e70,"['Sandwich shop', 'Restaurant']",4.2,48
0x809ada925210c691:0xc7f41f4ed9b0789b,"['Youth organization', 'Non-profit organization']",4.8,26
0x809add838e091a89:0x4adbfffe563d6f9a,"['Pizza delivery', 'Delivery Restaurant', 'Takeout Restaurant', 'Pizza restaurant', 'Restaurant']",4.5,148
0x809ae6a27515779b:0xb454f62f998c839b,['Home builder'],4.2,8
0x809add6b491746c9:0x7e2fbae64bc39932,['Chiropractor'],4.8,83
0x809ad96b0f5efe2f:0x83b9409e7be0818b,['Research institute'],4.6,8
0x809add668d4e7c69:0xd0763a31bfecdfed,['Non-profit organization'],4.6,8
0x809adda137c3c66f:0x15b0de8a40ce1636,"['Gas station', 'Bait shop', 'Propane supplier']",3.7,7
0x809ac723a3ebd8d5:0x91f279ea6c3d32ba,"['Nail salon', 'Beauty salon', 'Permanent make-up clinic', 'Waxing hair removal service']",4.2,56
0x809b29e47b910cdf:0xa41312bbf206efc1,"['Asian fusion restaurant', 'Bubble tea store', 'Cafe']",4.4,94
0x809ad0db88ee6cd9:0xc886cabbf84e99e4,"['Bistro', 'American restaurant', 'Bar', 'Brunch restaurant', 'Restaurant']",4.6,185
0x809ad0e1d0d3ceaf:0x60c1c4bcbe344782,"['Convenience store', 'ATM', 'Tobacco shop']",2.2,18
0x809adba6f9ada36b:0xa31b1b5cb7ce1062,"['Mexican restaurant', 'Burrito restaurant', 'Taco restaurant']",4.7,46
0x809ac57895ecb01d:0x7fd010dc7a1aee6c,['Corporate office'],3.0,2
0x809ac575cf58e985:0x343eac8c2b197552,"['Grocery store', 'Gas station']",4.0,98
0x809ad0716fe383d5:0xc7cd10a93b9f756a,"['Chinese restaurant', 'Restaurant']",4.5,168
0x809ace4041cb1c65:0xdfd79396c946de9d,"['Apartment complex', 'Apartment building', 'Condominium complex', 'Condominium rental agency', 'Furnished apartment building']",4.2,48
0x809ac5bd72fd9e7b:0x18a4d7a62e5183b5,['Gas station'],3.9,67
0x809ad14e7464525d:0x2e575a3597b3b97f,"['Auto repair shop', 'Auto tune up service', 'Brake shop', 'Mechanic', 'Tire shop']",4.5,18
0x809ac574bb8ee3c1:0x48e3bd7f93bda1d3,"['Pawn shop', 'Jeweler']",5.0,16
0x809acfe65024b493:0x54bf2f22a02574e6,"['Auto repair shop', 'Brake shop', 'Tire shop', 'Wheel store']",3.9,98
0x8084d08cecc137c3:0x3d0da2f04f360796,['ATM'],1.0,1
0x809adecc05463087:0x2c63fc361c8f15b3,['Book store'],4.2,328
0x809ad12c9bb8912f:0xa0c93acf8327484d,['Housing development'],3.1,105
0x809ad9912aca9867:0xa783b05c1a7591e8,['Apartment building'],1.3,8
0x809ad9f085735fb5:0xb169ca013561fb88,['Playground'],3.6,34
0x809ad1299eebe4d9:0x8b27ce17b20dacc4,['Jewelry store'],4.8,58
0x809ad717f20bb46b:0x9ca82cab40bf277,"[""Jehovah's Witness Kingdom Hall""]",4.9,45
0x809ad0f56512606b:0xf259ed803900cf1,['Social services organization'],4.8,5
0x809ad987f82cf1a5:0x53db1ae6006e3f77,"['Non-profit organization', 'Religious organization', 'Social services organization']",4.0,5
0x809ac52b65cfd85d:0xbae237f67fa09c2c,['Corporate office'],5.0,1
0x809ae786a476c7ef:0x97d2331a33672c9a,"['Canoe & kayak store', 'Canoe & kayak rental service', 'Sporting goods store']",4.4,35
0x809adbc4427f1393:0x8c6e31b965792d9b,['Hamburger restaurant'],4.4,178
0x80852bbae793c721:0xc994925d820247a9,['Chauffeur service'],4.5,25
0x809ada0322542177:0xed38185995b495f1,"['Employment agency', 'Temp agency']",4.0,3
0x809ad129c07e6291:0xa4dc89db23a52bc1,['Event venue'],4.2,14
0x809ada3099aaf299:0xe9058d543ad62a74,['Pool hall'],4.3,205
0x809ad0e68fa602ff:0x8d047192005c5af,['Attorney'],3.1,8
0x809ada2d9d953123:0x181d1256620a61ff,['Beauty salon'],4.4,74
0x809ad965fed8181d:0x558aefcf80d3f26a,"['Tobacco shop', 'Cigar shop', 'Gift shop', 'Vaporizer store']",4.1,38
0x8084da8c99d37d2d:0x6a3b690f7984cd0b,['Produce market'],4.7,58
0x809adb0c460dc68b:0x24efaa674faf010,['Beauty salon'],4.2,28
0x809adaa9dd0fd453:0x7eb1191559e1b738,['Chinese restaurant'],4.4,38
0x809ac7553ecd23a5:0xb6aa2ce5db9401c4,['Auto repair shop'],4.2,88
0x809adb316818e3f3:0x6faa40eb8e88ad45,['Auto auction'],4.1,118
0x809ae9b46eaac87b:0x85c519443abcea87,['Park'],4.4,38
0x809ac5da2b032141:0xa14319aa9b0e8fac,"['Lasik surgeon', 'Eye care center', 'Ophthalmology clinic']",3.4,15
0x809add28a4d551cd:0x25e744c40bc50df4,"['Cleaners', 'Dry cleaner']",4.2,13
0x809ae7fe9b57ce63:0x4f55749be802252d,['Liquor store'],4.6,5
0x809ad68e96c19a91:0x26ac9c1f38338976,"['Apartment complex', 'Apartment rental agency', 'Property management company', 'Real estate rental agency']",3.5,177
0x809ad62311ecb443:0x15b4f31ce3a06ead,"['Hair salon', 'Beauty salon', 'Facial spa', 'Hair removal service', 'Make-up artist', 'Mehndi designer', 'Spa', 'Stylist', 'Hairdresser', 'Waxing hair removal service']",4.2,138
0x809ad637b9c4d503:0xfd85b6fbb7f6845e,"['Sandwich shop', 'Takeout Restaurant']",3.8,38
0x809ad6073cc4ae0d:0xb6ddbfc063b567f1,"['Loan agency', 'Credit union']",3.4,48
0x809ada8043640783:0xe06372389f3a1f6e,['Tattoo shop'],4.8,57
0x809ac6f69dbbcdfd:0xe742bd2b990837c,"['Sandwich shop', 'Caterer', 'Fast food restaurant', 'Takeout Restaurant', 'Restaurant']",4.1,38
0x809ae50e3592641b:0x75f2266e81c0d993,['Restaurant'],4.9,44
0x809ac7bbe186b345:0x893912f160ed94d3,['Home builder'],4.0,1
0x809ae6a4098884c3:0x210223f711578a7d,['Title company'],5.0,5
0x809ac65b782c7c0f:0x20f54ad8061ee496,['Home builder'],4.7,18
0x809ae6812ca44e61:0x9e33a152cde3b5a,"['Business park', 'Business center']",4.4,7
0x809ad4044ecef0e7:0x14ee4c2eaa910fcb,['Truck rental agency'],3.7,67
0x809b29df941b4d07:0x63e5d8021b45f052,['Mexican restaurant'],4.3,108
0x809acfa3767b41a5:0x83d17ac958f3f513,['Tobacco shop'],4.2,6
0x809acff06857101d:0x72821a805089113e,"['Pizza restaurant', 'Delivery Restaurant', 'Restaurant']",4.4,147
0x809acf93acc92603:0x8130976908db80f0,['Liquor store'],4.2,98
0x809ae5f764dde9cb:0x4c426968d48c1761,"['Off roading area', 'Tourist attraction']",4.5,153
0x809ac55b747be5d1:0xd3631e172cdb068,"['Shopping mall', 'Business center']",4.2,38
0x809ad64982afd58b:0xd0cd582cea164dcd,['Mexican restaurant'],4.5,213
0x809ad625a75e7cc3:0x8e5cb319a606e6e1,['Auto repair shop'],4.4,75
0x809acfb5d266175f:0x3e2a114249a7a34e,"['Restaurant', 'Hawaiian restaurant']",4.8,8
0x809ac5b68b68599b:0xfa481e480a6523c0,"['Restaurant', 'Chinese restaurant']",4.1,54
0x809ae803d781362d:0xbdaf743613eac946,"['Used auto parts store', 'Junkyard']",3.5,38
0x809acff845f9f923:0x5a2952be4f29cc2a,['Place of worship'],4.8,28
0x809ad711716e312f:0x1e64aabee0d69b17,"['Computer repair service', 'Electronics repair shop', 'Phone repair service', 'Video game store']",4.0,75
0x809ad9fc8c1d07f7:0x3dfacd16a2b02928,"['Auto body shop', 'Auto dent removal service']",4.7,148
0x809ad013c7e522fd:0x735cdae898a8cc52,"['High school', 'Catholic school', 'Co-ed school', 'Private educational institution', 'Summer camp']",4.4,28
0x809ad0763e6f1295:0x696fb031d1128a0a,"['Non-profit organization', 'Lodging']",4.6,198
0x809ad404b35efccf:0xa1b3f7b693a47b02,"['Apartment complex', 'Apartment building']",3.2,6
0x809aad5b7b46853b:0x6d92ce73251c5b84,['Campground'],2.5,4
0x809aac84c0b5cf91:0xaa87ed926ac7ce28,['Corporate office'],2.6,5
0x809ad1b2a0b5de81:0x1fe55c4d3855fb09,"['Frozen yogurt shop', 'Dessert shop', 'Ice cream shop']",4.1,55
0x809ad9800e1e88c3:0xc95b9c4ee11a26fe,"['Auto parts store', 'Trailer supply store', 'Truck accessories store']",4.3,132
0x809ad981ea88ecf3:0x768fe1fbec129b0c,['Car dealer'],2.7,88
0x809ad99d3df1dd8d:0x8cd9c70e347e8ac9,"['Used car dealer', 'Car dealer']",3.5,66
0x809b29876b42294b:0xcaac85b782f26b1a,['Park'],4.3,98
0x809ad99d0ae9db0f:0xedab52a250fc1a01,['Used car dealer'],4.3,38
0x809ad99e6f5a5555:0x3e4f34b123cffe75,['Car dealer'],3.9,8
0x809aadd92d765c1b:0xc3eb071a3fb35b05,['Cannabis store'],4.4,48
0x809ac6762dcdc06d:0xb2ff520c7464a4c0,['Indian restaurant'],4.6,33
